LOCUS	LEFT_LOCUS	RIGHT_LOCUS	LEFT_POS	RIGHT_POS	SUPPORT	INTERVAL_SIZE	LG
384404421	dDocent_Contig_11136	dDocent_Contig_45297	60.77	60.77	poli	0	15
78228122	dDocent_Contig_257318	dDocent_Contig_92557	30.94	28.75	poli,gacu,csem	2.19	12
78229523	dDocent_Contig_52143	dDocent_Contig_53396	28.59	27.87	dlab,gacu,lcal,trub,tnig,onil	0.719999999999999	16
78225585	dDocent_Contig_388381	dDocent_Contig_4603	44.52	43.05	dlab,poli,gacu,lcal,tnig,onil	1.47000000000001	12
gi|226022742|dbj|AB458953.1|	dDocent_Contig_10873	dDocent_Contig_97611	22.75	22.92	lcal	0.170000000000002	16
gi|205361273|dbj|AB459378.1|	dDocent_Contig_76478	dDocent_Contig_24007	6.12	4.22	poli	1.9	6
118772637	dDocent_Contig_42589	dDocent_Contig_18514	12.9	14.64	csem	1.74	3
384405779	dDocent_Contig_384998	dDocent_Contig_276086	21.22	21.11	dlab,poli,gacu,lcal,csem	0.109999999999999	6
384404471	dDocent_Contig_360326	dDocent_Contig_39758	65.61	65.61	poli,lcal,onil	0	4
384405376	dDocent_Contig_67109	dDocent_Contig_126711	67.07	66.91	poli,lcal	0.159999999999997	12
78229978	dDocent_Contig_326304	dDocent_Contig_128759	62.35	64.69	lcal,tnig,onil	2.34	8
384405186	dDocent_Contig_42416	dDocent_Contig_10383	41.08	40.85	dlab,poli,lcal	0.229999999999997	9
384404757	dDocent_Contig_5062	dDocent_Contig_3187	56.72	58.07	poli	1.35	10
384404398	dDocent_Contig_307589	dDocent_Contig_18848	0	1.54	dlab,poli	1.54	1
78226675	dDocent_Contig_42	dDocent_Contig_99714	65.98	65.98	dlab,poli,lcal,onil	0	20
115382960	dDocent_Contig_16362	dDocent_Contig_10422	46.85	47.78	poli	0.93	15
118772682	dDocent_Contig_85444	dDocent_Contig_28251	38.68	36.15	csem	2.53	8
384405001	dDocent_Contig_167913	dDocent_Contig_14186	42.72	39.99	dlab,lcal,trub,tnig,onil	2.73	14
384405798	dDocent_Contig_99997	dDocent_Contig_23502	33.45	36.55	dlab,lcal	3.09999999999999	4
118772524	dDocent_Contig_20683	dDocent_Contig_72703	16.85	16.39	poli	0.460000000000001	9
384405343	dDocent_Contig_56759	dDocent_Contig_327	49.16	47.04	poli	2.12	13
78229967	dDocent_Contig_392531	dDocent_Contig_5386	59.72	60.19	dlab,gacu,lcal	0.469999999999999	17
gi|205361215|dbj|AB459320.1|	dDocent_Contig_149363	dDocent_Contig_69859	59.06	60.31	poli	1.25	13
78226006	dDocent_Contig_39544	dDocent_Contig_14186	37.96	39.99	poli	2.03	14
78226376	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil	0.219999999999999	19
109176637	dDocent_Contig_3156	dDocent_Contig_349127	6.59	6.59	dlab,poli,gacu,lcal,tnig,onil	0	7
78226569	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	poli,lcal	1.34	19
78228452	dDocent_Contig_114038	dDocent_Contig_125660	34.03	30.16	gacu	3.87	21
384404370	dDocent_Contig_193822	dDocent_Contig_31144	3.34	3.34	poli	0	6
384404580	dDocent_Contig_5563	dDocent_Contig_2201	56.37	52.65	trub,tnig	3.72	20
384404587	dDocent_Contig_17977	dDocent_Contig_153650	43.11	40.92	onil	2.19	20
384405652	dDocent_Contig_15342	dDocent_Contig_392339	26.4	26.89	dlab,poli,lcal	0.490000000000002	24
78228148	dDocent_Contig_12674	dDocent_Contig_118320	19.91	20.25	dlab	0.34	10
gi|226069231|dbj|AB459224.1|	dDocent_Contig_132541	dDocent_Contig_308023	37.63	39.18	dlab,poli,lcal	1.55	4
gi|226022773|dbj|AB458984.1|	dDocent_Contig_384998	dDocent_Contig_276086	21.22	21.11	dlab	0.109999999999999	6
384404535	dDocent_Contig_1425	dDocent_Contig_86305	30.33	30.33	dlab,poli,gacu,lcal,csem,onil	0	20
78226036	dDocent_Contig_17190	dDocent_Contig_47979	1.68	0	dlab,poli,csem	1.68	21
78225602	dDocent_Contig_293474	dDocent_Contig_15153	27.92	30.97	poli	3.05	1
384404586	dDocent_Contig_21467	dDocent_Contig_1901	55.6	57.15	poli	1.55	20
gi|226069287|dbj|AB459280.1|	dDocent_Contig_92660	dDocent_Contig_17991	30.33	30.33	dlab,poli,gacu,lcal,trub,tnig,csem,onil	0	20
78228888	dDocent_Contig_224986	dDocent_Contig_124590	15.52	15.59	dlab,poli,gacu,lcal,tnig,csem,onil	0.0700000000000003	7
78225522	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil	0.219999999999999	19
gi|226049785|dbj|AB459212.1|	dDocent_Contig_47042	dDocent_Contig_329840	28.63	27.39	poli	1.24	4
gi|226022784|dbj|AB458995.1|	dDocent_Contig_99997	dDocent_Contig_17369	33.45	30.16	lcal	3.29	4
gi|226049668|dbj|AB459095.1|	dDocent_Contig_56126	dDocent_Contig_53181	59.13	59.13	poli	0	22
78227979	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil	0.219999999999999	19
109175534	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,gacu,onil	0.900000000000002	19
115383048	dDocent_Contig_12218	dDocent_Contig_222999	12.38	12.38	poli,gacu,lcal,csem	0	2
gi|226022747|dbj|AB458958.1|	dDocent_Contig_27780	dDocent_Contig_397105	6.58	6.58	poli,onil	0	6
115382979	dDocent_Contig_74477	dDocent_Contig_22346	32.81	32.54	dlab,gacu,lcal	0.270000000000003	10
gi|226022779|dbj|AB458990.1|	dDocent_Contig_205530	dDocent_Contig_27535	27.27	27.27	dlab,poli,lcal,trub,tnig	0	22
109176854	dDocent_Contig_20760	dDocent_Contig_359111	22.43	21.45	trub,csem	0.98	4
gi|226022761|dbj|AB458972.1|	dDocent_Contig_197038	dDocent_Contig_147380	57.39	57.77	poli	0.380000000000003	1
384405663	dDocent_Contig_52549	dDocent_Contig_288916	37.13	37.13	lcal,onil	0	20
gi|6970359|dbj|AB037996.1|	dDocent_Contig_72913	dDocent_Contig_119372	44.07	41.91	poli	2.16	23
78225668	dDocent_Contig_78148	dDocent_Contig_53447	68.23	68.23	poli,gacu,lcal,onil	0	16
384404493	dDocent_Contig_208354	dDocent_Contig_149785	58.84	58.84	poli	0	16
78229940	dDocent_Contig_4686	dDocent_Contig_301600	16.1	16.82	dlab,poli,gacu,lcal,trub,onil	0.719999999999999	14
gi|226049660|dbj|AB459087.1|	dDocent_Contig_24259	dDocent_Contig_186532	31.7	32.66	poli,gacu	0.959999999999997	5
115383077	dDocent_Contig_77825	dDocent_Contig_112813	66.27	61.51	poli	4.76	6
78228711	dDocent_Contig_32774	dDocent_Contig_31290	25.25	28.86	dlab,trub,tnig,onil	3.61	11
384405425	dDocent_Contig_318878	dDocent_Contig_3387	33.38	32.38	lcal,tnig,onil	1	6
78226089	dDocent_Contig_1408	dDocent_Contig_2638	28.16	26.92	poli,tnig	1.24	21
384405023	dDocent_Contig_1655	dDocent_Contig_8219	59.37	59.28	lcal	0.0899999999999963	11
384404914	dDocent_Contig_236367	dDocent_Contig_5401	8.38	8.69	poli	0.309999999999999	11
78229316	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
gi|226069240|dbj|AB459233.1|	dDocent_Contig_3187	dDocent_Contig_87834	58.07	58.07	poli,onil	0	10
gi|205361411|dbj|AB459481.1|	dDocent_Contig_269074	dDocent_Contig_4858	34.19	31.1	lcal	3.09	3
384405680	dDocent_Contig_44547	dDocent_Contig_72018	25.61	27.28	gacu,onil	1.67	5
384405395	dDocent_Contig_12971	dDocent_Contig_36915	24.49	24.49	poli	0	12
384405087	dDocent_Contig_19718	dDocent_Contig_95836	47.18	49.2	dlab,gacu,trub,onil	2.02	8
118772657	dDocent_Contig_2987	dDocent_Contig_31144	3.8	3.34	lcal	0.46	6
5018671	dDocent_Contig_305277	dDocent_Contig_146886	33.8	33.8	dlab,poli,gacu,lcal,onil	0	16
78226121	dDocent_Contig_12674	dDocent_Contig_118320	19.91	20.25	dlab	0.34	10
384404623	dDocent_Contig_122871	dDocent_Contig_66601	10.5	10	gacu	0.5	7
78225347	dDocent_Contig_291619	dDocent_Contig_179549	11.64	17.95	gacu	6.31	19
115382953	dDocent_Contig_90559	dDocent_Contig_172285	29.07	23.27	trub	5.8	10
109175786	dDocent_Contig_1422	dDocent_Contig_27079	36.68	37.34	dlab,poli,tnig	0.660000000000004	13
384404921	dDocent_Contig_194468	dDocent_Contig_212866	30.57	28.94	poli,gacu	1.63	18
78226497	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
384405782	dDocent_Contig_48611	dDocent_Contig_118320	20.59	20.25	poli,lcal	0.34	10
118772355	dDocent_Contig_21728	dDocent_Contig_69113	49.24	47.63	poli,onil	1.61	22
gi|226069237|dbj|AB459230.1|	dDocent_Contig_32931	dDocent_Contig_132335	42.48	44.66	poli	2.18	15
384404412	dDocent_Contig_275327	dDocent_Contig_319839	51.18	47.32	poli	3.86	15
384405175	dDocent_Contig_14449	dDocent_Contig_31210	0	0	poli	0	24
384404250	dDocent_Contig_10881	dDocent_Contig_24578	39.79	39.79	tnig,onil	0	1
78227914	dDocent_Contig_19428	dDocent_Contig_40683	28.43	29.43	dlab,trub,tnig,onil	1	24
78230423	dDocent_Contig_269074	dDocent_Contig_4858	34.19	31.1	dlab,poli,gacu,lcal,csem,onil	3.09	3
78228517	dDocent_Contig_43640	dDocent_Contig_330040	67.41	67.24	csem	0.170000000000002	12
78228807	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
gi|226049670|dbj|AB459097.1|	dDocent_Contig_10572	dDocent_Contig_73600	53.56	52.81	lcal	0.75	10
78225331	dDocent_Contig_16160	dDocent_Contig_34954	36.98	36.85	onil	0.129999999999995	16
384405703	dDocent_Contig_306330	dDocent_Contig_18050	16.09	16.09	dlab,poli,gacu,lcal,trub,tnig,onil	0	7
384405020	dDocent_Contig_17190	dDocent_Contig_154959	1.68	8.79	poli	7.11	21
78227463	dDocent_Contig_21319	dDocent_Contig_172285	20.59	23.27	dlab,gacu	2.68	10
384404918	dDocent_Contig_55010	dDocent_Contig_255326	16.08	16.08	poli,lcal,onil	0	12
384405621	dDocent_Contig_14563	dDocent_Contig_125630	16.17	18.8	dlab	2.63	24
384405172	dDocent_Contig_19606	dDocent_Contig_103135	0	0	poli	0	24
384404713	dDocent_Contig_281	dDocent_Contig_5747	24.27	25.35	poli	1.08	19
118772554	dDocent_Contig_12034	dDocent_Contig_175067	47.72	49.56	lcal	1.84	7
78226774	dDocent_Contig_21841	dDocent_Contig_8979	36.62	35.67	dlab,gacu,lcal,onil	0.949999999999996	14
384404411	dDocent_Contig_275327	dDocent_Contig_319839	51.18	47.32	poli	3.86	15
949176212	dDocent_Contig_123426	dDocent_Contig_47619	57.77	57.91	poli	0.139999999999993	1
384405267	dDocent_Contig_1351	dDocent_Contig_6714	59.13	59.13	poli,onil	0	22
78227089	dDocent_Contig_163160	dDocent_Contig_4533	33.44	35.19	dlab,gacu	1.75	18
384404932	dDocent_Contig_18636	dDocent_Contig_72018	26.62	27.28	dlab,onil	0.66	5
115382947	dDocent_Contig_59952	dDocent_Contig_15741	59.1	63.97	poli	4.87	24
78230229	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
384404501	dDocent_Contig_189298	dDocent_Contig_37785	31.06	31.28	onil	0.220000000000002	16
384405767	dDocent_Contig_84748	dDocent_Contig_189129	16.55	9.27	gacu	7.28	15
115383014	dDocent_Contig_169742	dDocent_Contig_13506	47.17	47.61	dlab,poli	0.439999999999998	6
78225882	dDocent_Contig_2125	dDocent_Contig_157446	30.14	29.56	onil	0.580000000000002	13
78229245	dDocent_Contig_698	dDocent_Contig_4651	8.41	10.88	poli,lcal,csem	2.47	5
78230151	dDocent_Contig_189129	dDocent_Contig_19889	9.27	9.27	poli,gacu,lcal,tnig,csem	0	15
384404289	dDocent_Contig_16360	dDocent_Contig_47619	57.08	57.91	onil	0.829999999999998	1
78229253	dDocent_Contig_201942	dDocent_Contig_193333	22.79	25.18	dlab,gacu,lcal,onil	2.39	2
78225572	dDocent_Contig_61809	dDocent_Contig_38113	18.35	14.78	csem	3.57	5
384404620	dDocent_Contig_17168	dDocent_Contig_14875	50.33	50.33	csem,onil	0	7
157734168	dDocent_Contig_35440	dDocent_Contig_326641	42.03	40.62	trub,onil	1.41	7
384405623	dDocent_Contig_53126	dDocent_Contig_332610	43.17	43.5	dlab,poli,lcal,onil	0.329999999999998	4
78225651	dDocent_Contig_99410	dDocent_Contig_57634	44.5	44.19	dlab,poli,csem	0.310000000000002	6
384404848	dDocent_Contig_262469	dDocent_Contig_38257	55.86	55.86	poli	0	5
118772401	dDocent_Contig_276086	dDocent_Contig_234065	21.11	21.51	dlab,gacu	0.400000000000002	6
78230143	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	poli,gacu,lcal,trub,onil	1.34	19
118772681	dDocent_Contig_122239	dDocent_Contig_7808	22.02	22.18	dlab,poli,lcal	0.16	12
118772514	dDocent_Contig_25548	dDocent_Contig_189298	31.06	31.06	dlab,poli,onil	0	16
78229906	dDocent_Contig_166134	dDocent_Contig_73935	71.55	71.55	poli	0	18
78229185	dDocent_Contig_12674	dDocent_Contig_118320	19.91	20.25	dlab	0.34	10
78227472	dDocent_Contig_187802	dDocent_Contig_174602	10.72	10.72	gacu,lcal,csem	0	18
gi|226069238|dbj|AB459231.1|	dDocent_Contig_1577	dDocent_Contig_197038	57.77	57.39	poli	0.380000000000003	1
78225517	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	poli,gacu,lcal,trub,onil	1.34	19
118772742	dDocent_Contig_99714	dDocent_Contig_178579	65.98	65.67	lcal	0.310000000000002	20
384404654	dDocent_Contig_5622	dDocent_Contig_26251	32.08	42.22	onil	10.14	17
gi|205361352|dbj|AB459457.1|	dDocent_Contig_177172	dDocent_Contig_169586	27.27	34.31	dlab,lcal	7.04	22
384405743	dDocent_Contig_16214	dDocent_Contig_125713	13.87	13.87	dlab,poli,lcal	0	19
384405059	dDocent_Contig_54748	dDocent_Contig_6127	29.76	29.76	dlab,poli,gacu	0	24
gi|12711387|emb|AJ306293.1|	dDocent_Contig_5023	dDocent_Contig_4056	5.25	5	dlab,gacu,lcal,trub,tnig,onil	0.25	7
78230210	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
384405131	dDocent_Contig_14563	dDocent_Contig_125630	16.17	18.8	dlab,gacu	2.63	24
gi|226049661|dbj|AB459088.1|	dDocent_Contig_36898	dDocent_Contig_6237	6.5	7.42	csem	0.92	4
384405086	dDocent_Contig_196865	dDocent_Contig_52753	33.74	33.78	poli,gacu,lcal,tnig,onil	0.0399999999999991	8
38196330	dDocent_Contig_154408	dDocent_Contig_164687	13.88	13.88	dlab,poli,lcal,onil	0	1
78227521	dDocent_Contig_121559	dDocent_Contig_288916	37.13	37.13	poli,trub,onil	0	20
109177048	dDocent_Contig_8594	dDocent_Contig_21007	6.81	6.81	dlab,poli,onil	0	2
78226287	dDocent_Contig_17977	dDocent_Contig_153650	43.11	40.92	onil	2.19	20
78225675	dDocent_Contig_39799	dDocent_Contig_112900	31.55	32.89	poli,gacu,trub,tnig,csem	1.34	12
384405659	dDocent_Contig_35592	dDocent_Contig_156439	36.62	36.62	dlab	0	14
115383055	dDocent_Contig_70827	dDocent_Contig_52004	10.85	12.88	dlab,lcal,tnig	2.03	11
28445437	dDocent_Contig_39544	dDocent_Contig_14186	37.96	39.99	poli	2.03	14
78227634	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
384404833	dDocent_Contig_35078	dDocent_Contig_21675	25.28	22.01	tnig	3.27	5
78226802	dDocent_Contig_187802	dDocent_Contig_174602	10.72	10.72	csem	0	18
gi|226069254|dbj|AB459247.1|	dDocent_Contig_232983	dDocent_Contig_12034	47.1	47.72	dlab,lcal,trub	0.619999999999997	7
384404812	dDocent_Contig_18636	dDocent_Contig_72018	26.62	27.28	dlab,gacu,trub,csem,onil	0.66	5
gi|205361404|dbj|AB459476.1|	dDocent_Contig_41324	dDocent_Contig_36898	5.83	6.5	dlab,poli,lcal	0.67	4
115383028	dDocent_Contig_11186	dDocent_Contig_21399	53.27	54.47	poli	1.2	2
78227620	dDocent_Contig_257318	dDocent_Contig_92557	30.94	28.75	poli,gacu,csem	2.19	12
109178707	dDocent_Contig_179549	dDocent_Contig_2844	17.95	11.48	tnig	6.47	19
78225717	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
384404401	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	tnig,onil	0.219999999999999	19
gi|226022734|dbj|AB458945.1|	dDocent_Contig_2375	dDocent_Contig_74727	10.04	10.04	lcal	0	23
gi|226069301|dbj|AB459294.1|	dDocent_Contig_164687	dDocent_Contig_23083	13.88	14.56	onil	0.68	1
384405022	dDocent_Contig_229737	dDocent_Contig_31290	29.53	28.86	lcal	0.670000000000002	11
78227965	dDocent_Contig_75370	dDocent_Contig_1633	36.55	31.1	gacu	5.45	4
78229515	dDocent_Contig_57682	dDocent_Contig_83882	7.96	7.96	gacu,lcal	0	16
78228032	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
115382954	dDocent_Contig_57989	dDocent_Contig_91847	40.55	40.63	poli,lcal	0.0800000000000054	2
gi|226022739|dbj|AB458950.1|	dDocent_Contig_187802	dDocent_Contig_102544	10.72	13.06	dlab,gacu	2.34	18
384405619	dDocent_Contig_34060	dDocent_Contig_37112	2.14	0.670000000000002	dlab,poli,onil	1.47	10
gi|226069248|dbj|AB459241.1|	dDocent_Contig_33361	dDocent_Contig_24473	43.45	43.45	poli	0	10
384405116	dDocent_Contig_61319	dDocent_Contig_1533	15.92	19.66	gacu,csem	3.74	8
109178170	dDocent_Contig_43640	dDocent_Contig_330040	67.41	67.24	dlab,csem	0.170000000000002	12
gi|226022743|dbj|AB458954.1|	dDocent_Contig_17977	dDocent_Contig_115097	43.11	46.04	poli	2.93	20
118772603	dDocent_Contig_161221	dDocent_Contig_352629	41.29	43.71	gacu	2.42	5
384404662	dDocent_Contig_313224	dDocent_Contig_26251	42.84	42.22	dlab,poli,lcal,trub	0.620000000000005	17
109175565	dDocent_Contig_72785	dDocent_Contig_42055	38.37	37.44	poli	0.93	20
78225383	dDocent_Contig_21728	dDocent_Contig_69113	49.24	47.63	onil	1.61	22
109174942	dDocent_Contig_120015	dDocent_Contig_55137	40.6	46.01	csem	5.41	2
78229646	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
115383052	dDocent_Contig_70783	dDocent_Contig_9019	23.54	24.6	dlab,gacu,onil	1.06	4
gi|6970340|dbj|AB037978.1|	dDocent_Contig_16207	dDocent_Contig_53753	35.89	35.89	poli,lcal	0	21
118772346	dDocent_Contig_1011	dDocent_Contig_57233	12.77	11.54	poli,lcal	1.23	3
109177483	dDocent_Contig_15153	dDocent_Contig_86268	30.97	30.97	poli,trub,csem	0	1
78225703	dDocent_Contig_30025	dDocent_Contig_5386	56.44	60.19	dlab	3.75	17
78230257	dDocent_Contig_5360	dDocent_Contig_19188	45	42.84	lcal	2.16	17
109176094	dDocent_Contig_179549	dDocent_Contig_2844	17.95	11.48	tnig	6.47	19
384404721	dDocent_Contig_331846	dDocent_Contig_13244	22.55	22.55	dlab,poli,gacu	0	19
384404594	dDocent_Contig_115097	dDocent_Contig_278262	46.04	47.87	lcal	1.83	20
109177964	dDocent_Contig_264891	dDocent_Contig_64895	15.1	17.16	dlab	2.06	10
78230359	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
78229254	dDocent_Contig_297018	dDocent_Contig_5061	20.49	19.3	dlab,lcal	1.19	24
384405637	dDocent_Contig_37096	dDocent_Contig_104495	44.58	44.38	lcal	0.199999999999996	23
gi|226022691|dbj|AB458902.1|	dDocent_Contig_62	dDocent_Contig_109437	14.56	14.56	poli	0	1
78226403	dDocent_Contig_9859	dDocent_Contig_43242	18.65	18.34	trub,tnig	0.309999999999999	2
78226570	dDocent_Contig_57682	dDocent_Contig_83882	7.96	7.96	dlab,gacu,lcal	0	16
384405050	dDocent_Contig_12399	dDocent_Contig_40114	25.44	25.44	dlab	0	21
109178803	dDocent_Contig_19203	dDocent_Contig_8704	8.44	13.38	onil	4.94	17
384404938	dDocent_Contig_52023	dDocent_Contig_11249	10.6	10.6	tnig,csem,onil	0	23
384404254	dDocent_Contig_139762	dDocent_Contig_38328	21.36	19.82	tnig	1.54	1
78229735	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
gi|226022718|dbj|AB458929.1|	dDocent_Contig_104875	dDocent_Contig_224972	56.19	56.19	poli	0	5
109177152	dDocent_Contig_314714	dDocent_Contig_305597	29.75	29.42	dlab,lcal,trub	0.329999999999998	8
gi|12083702|dbj|AB046746.1|	dDocent_Contig_145411	dDocent_Contig_135616	52.72	54.06	dlab,csem	1.34	17
384404889	dDocent_Contig_35078	dDocent_Contig_72018	25.28	27.28	trub	2	5
gi|205361324|dbj|AB459429.1|	dDocent_Contig_400037	dDocent_Contig_15805	13.45	13.6	dlab,poli,lcal	0.15	6
gi|226049637|dbj|AB459064.1|	dDocent_Contig_57288	dDocent_Contig_305441	61.91	59.85	lcal	2.06	10
78227815	dDocent_Contig_286444	dDocent_Contig_111577	59.13	59.13	poli	0	22
78229326	dDocent_Contig_343391	dDocent_Contig_219112	20.91	18.6	poli,trub	2.31	16
gi|226022717|dbj|AB458928.1|	dDocent_Contig_356077	dDocent_Contig_98083	8.74	8.76	poli	0.0199999999999996	3
gi|226049616|dbj|AB459043.1|	dDocent_Contig_95836	dDocent_Contig_31830	49.2	51.54	lcal	2.34	8
384405778	dDocent_Contig_136639	dDocent_Contig_304969	58.76	58.76	dlab,poli,onil	0	15
115382951	dDocent_Contig_50732	dDocent_Contig_84748	18.54	16.55	dlab	1.99	15
78228304	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	poli,gacu,lcal,trub,onil	1.34	19
384404769	dDocent_Contig_20609	dDocent_Contig_31796	35.94	39.74	dlab,trub,onil	3.8	10
78225360	dDocent_Contig_291619	dDocent_Contig_179549	11.64	17.95	gacu	6.31	19
78226641	dDocent_Contig_9113	dDocent_Contig_16230	33.22	33.22	gacu,lcal,tnig,onil	0	2
78229827	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	dlab,poli,gacu,lcal,tnig,onil	0.900000000000002	19
115383005	dDocent_Contig_307589	dDocent_Contig_18848	0	1.54	dlab,lcal	1.54	1
gi|226069299|dbj|AB459292.1|	dDocent_Contig_23746	dDocent_Contig_187402	38.89	37.28	dlab,gacu,lcal,onil	1.61	6
78225374	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	poli,gacu,lcal,trub,onil	1.34	19
gi|226022767|dbj|AB458978.1|	dDocent_Contig_41089	dDocent_Contig_149361	25.49	26.83	poli	1.34	2
gi|226022776|dbj|AB458987.1|	dDocent_Contig_183123	dDocent_Contig_8234	43.43	46.32	trub	2.89	16
384405345	dDocent_Contig_69050	dDocent_Contig_20310	62.33	54.42	csem	7.91	13
118772727	dDocent_Contig_9310	dDocent_Contig_9983	22.79	22.6	dlab,gacu	0.189999999999998	14
109177538	dDocent_Contig_137743	dDocent_Contig_13393	51.67	37.71	trub	13.96	19
78228259	dDocent_Contig_21841	dDocent_Contig_8979	36.62	35.67	dlab,gacu,lcal,onil	0.949999999999996	14
164449136	dDocent_Contig_4140	dDocent_Contig_85692	3.77999999999999	3.77999999999999	poli	0	19
384405614	dDocent_Contig_19718	dDocent_Contig_95836	47.18	49.2	dlab,gacu,lcal,trub,tnig,onil	2.02	8
384405459	dDocent_Contig_45297	dDocent_Contig_99398	60.77	61.39	poli	0.619999999999997	15
109177270	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	poli,gacu,lcal,trub,onil	1.34	19
384405301	dDocent_Contig_34200	dDocent_Contig_36696	67.93	65.21	poli	2.72000000000001	3
384404577	dDocent_Contig_99714	dDocent_Contig_178579	65.98	65.67	dlab,lcal	0.310000000000002	20
78227953	dDocent_Contig_19203	dDocent_Contig_8704	8.44	13.38	onil	4.94	17
gi|205361331|dbj|AB459436.1|	dDocent_Contig_108428	dDocent_Contig_3479	52.32	53.8	poli	1.48	4
78230408	dDocent_Contig_79522	dDocent_Contig_46846	19.47	20.09	dlab,gacu,lcal,trub,tnig,csem	0.620000000000001	13
gi|226069234|dbj|AB459227.1|	dDocent_Contig_56759	dDocent_Contig_327	49.16	47.04	poli	2.12	13
118772791	dDocent_Contig_23556	dDocent_Contig_27537	48.6	46.91	dlab,poli,lcal,csem	1.69	3
384405597	dDocent_Contig_49717	dDocent_Contig_2987	4.22	3.8	dlab,lcal	0.42	6
78229695	dDocent_Contig_58288	dDocent_Contig_146886	33.8	33.8	gacu,trub,csem,onil	0	16
78228791	dDocent_Contig_2193	dDocent_Contig_3891	22.2	23.98	dlab,poli,gacu,lcal,tnig,csem,onil	1.78	7
384405234	dDocent_Contig_5748	dDocent_Contig_18354	25.13	22.06	dlab,lcal,trub	3.07	22
384404705	dDocent_Contig_5918	dDocent_Contig_196795	8.09999999999999	9.02999999999999	poli	0.93	19
78225355	dDocent_Contig_291619	dDocent_Contig_179549	11.64	17.95	gacu	6.31	19
384404270	dDocent_Contig_86268	dDocent_Contig_1291	30.97	30.97	dlab,poli,onil	0	1
118772771	dDocent_Contig_233714	dDocent_Contig_4468	28.17	28.17	poli	0	20
384404887	dDocent_Contig_234405	dDocent_Contig_166134	71.55	71.55	poli,gacu,lcal,tnig,csem	0	18
78225825	dDocent_Contig_64895	dDocent_Contig_21053	17.16	16.47	dlab,poli,gacu	0.690000000000001	10
78225509	dDocent_Contig_87663	dDocent_Contig_156793	29.44	31.35	poli	1.91	14
78229471	dDocent_Contig_305277	dDocent_Contig_146886	33.8	33.8	dlab,poli,gacu,lcal,onil	0	16
gi|226049694|dbj|AB459121.1|	dDocent_Contig_59426	dDocent_Contig_93987	23.57	23.57	poli,gacu,trub,tnig	0	9
112785080	dDocent_Contig_6029	dDocent_Contig_50732	16.68	18.54	poli,lcal,tnig,csem	1.86	15
gi|226049691|dbj|AB459118.1|	dDocent_Contig_87984	dDocent_Contig_151317	21.54	18.85	dlab,lcal	2.69	19
gi|226049600|dbj|AB459027.1|	dDocent_Contig_37343	dDocent_Contig_24236	50.38	48.22	poli	2.16	18
gi|205361337|dbj|AB459442.1|	dDocent_Contig_109281	dDocent_Contig_359613	72.89	73.22	trub,csem	0.329999999999998	4
112785071	dDocent_Contig_40222	dDocent_Contig_4144	35.43	34.6	dlab,poli,lcal	0.829999999999998	3
384405466	dDocent_Contig_381695	dDocent_Contig_172625	44.75	48.29	poli	3.54	4
78227647	dDocent_Contig_21319	dDocent_Contig_172285	20.59	23.27	dlab,gacu,trub	2.68	10
109174956	dDocent_Contig_36090	dDocent_Contig_43221	44.58	44.58	dlab,lcal,onil	0	23
